Kinnikuman,Robin Mask,2 Koma,2K (T2),Support,Knowledge (知),Fast,Low,Long,Low,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 28 DMG MAX
Kinnikuman,Robin Mask,3 Koma,3K (T2),Support,Knowledge (知),Fast,Average,Average,Low,Jail,N/A,N/A,N/A,N/A,Ground Only,"ON HIT: Jail, 36 DMG MAX"
Kinnikuman,Wars Man,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,N/A,N/A,N/A,Judgement Immunity,N/A,N/A,IMMUNITY: Judgement
Kinnikuman,Wars Man,2 Koma,2K (T1),Support,Knowledge (知),Fast,Low,Average,Low,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 28 DMG MAX
Kinnikuman,Wars Man,3 Koma,3K (T1),Support,Knowledge (知),Slow,Average,Average,Low,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 36 DMG MAX
Kinnikuman,Ramen Man,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: Combos
Kinnikuman,Mongolia Man,2 Koma,2K (T1),Support,Power (力),Fast,Average,Short,Low,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 39 DMG MAX
Kinnikuman,Ramen Man,3 Koma,3K (T2),Support,Power (力),Fast,Average,Average,Low,Jail,N/A,N/A,N/A,N/A,Ground Only,"ON HIT: Jail, 36 DMG MAX"
Kinnikuman,Brocken Jr.,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,N/A,N/A,N/A,Poison Immunity,N/A,N/A,IMMUNITY: Poison
Kinnikuman,Brocken Jr.,2 Koma,2K (T1),Support,Power (力),Fast,Average,Average,Low,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 36 DMG MAX
Kinnikuman,Brocken Jr.,3 Koma,3K (T5),Support,Power (力),Fast,Average,Average,Low,N/A,N/A,Blind,N/A,N/A,Ground Only,"ON HIT: Blind, 38 DMG MAX"
Kinnikuman,Buffalo Man,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: No Switch/Supports
Kinnikuman,Buffalo Man,2 Koma,2K (T1),Support,Power (力),Average,Average,Average,Low,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 36 DMG MAX
Kinnikuman,Buffalo Man,3 Koma,3K (T2),Support,Power (力),Fast,Average,Long,High,Jail,N/A,N/A,N/A,N/A,Ground Only,"ON HIT: Jail, 38 DMG MAX"
Kinnikuman,Furious Fighter,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: Multi-Hits
Kinnikuman,Furious Fighter,2 Koma,2K (T2),Support,Power (力),Average,Average,Average,Low,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 36 DMG MAX
Kinnikuman,Furious Fighter,3 Koma,3K (T6),Support,Power (力),Fast,Average,Long,Low,Jail,N/A,N/A,N/A,N/A,Ground Only,"ON HIT: Jail, 36 DMG MAX"
Kinnikuman,Mito-kun,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,See Invisible Komas,N/A,PASSIVE: See Invisible Komas
Kinnikuman,Super Muscle,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: KO
Kochi Kame,Ryotsu,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: Destroying Boxes
Kochi Kame,Ryotsu,2 Koma,2K (T2),Support,Laughter (笑),Instant,N/A,Average,N/A,-1 SP Bar,N/A,Blind,N/A,N/A,Ground Only,"ON HIT: Blind, -1 SP BAR"
Kochi Kame,Ryotsu,3 Koma,3K (T2),Support,Laughter (笑),Instant,Average,Average,Low,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 40 DMG MAX
Kochi Kame,Ryotsu,4 Koma,4K (T1),Battle,Laughter (笑),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Gluttonous Champion,N/A,PERK: HP UP by eating Food
Kochi Kame,Ryotsu,5 Koma,5K (T9),Battle,Laughter (笑),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Gluttonous Champion,N/A,PERK: HP UP by eating Food
Kochi Kame,Ryotsu,6 Koma,6K (T4),Battle,Laughter (笑),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Gluttonous Champion,N/A,PERK: HP UP by eating Food
Kochi Kame,Ryotsu,6 Koma,6K (T9),Battle,Power (力),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Gluttonous Champion,N/A,PERK: HP UP by eating Food
Kochi Kame,Ryotsu,7 Koma,7K (T9),Battle,Laughter (笑),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Gluttonous Champion,N/A,PERK: HP UP by eating Food
Kochi Kame,Chief Ohara,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: Multi-Hits
Kochi Kame,Chief Ohara,2 Koma,2K (T1),Support,Laughter (笑),Average,N/A,Short,None,-1 SP Bar,N/A,Auto-run,N/A,N/A,Ground Only,"ON HIT: Auto-Run, -1 SP BAR"
Kochi Kame,Chief Ohara,3 Koma,3K (T3),Support,Laughter (笑),Instant,Average,Average,Low,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 48 DMG MAX
Kochi Kame,Nakagawa,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: Coins
Kochi Kame,Nakagawa,2 Koma,2K (T1),Support,Laughter (笑),Slow,N/A,Short,N/A,Items,N/A,N/A,N/A,N/A,Ground Only,ITEM: Spawn Random Items
Kochi Kame,Nakagawa,3 Koma,3K (T3),Support,Laughter (笑),Slow,N/A,Short,N/A,Items,N/A,N/A,N/A,N/A,Ground Only,"ITEM: Spawn Coins, Bomb or Nothing"
Kochi Kame,Reiko,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,Max HP Up,N/A,N/A,N/A,N/A,N/A,ATTRIBUTE: Max HP UP
Kochi Kame,Reiko,2 Koma,2K (T1),Support,Laughter (笑),Average,N/A,Short,N/A,Heal,N/A,N/A,N/A,N/A,Ground Only,ON HIT: Heal
Kochi Kame,Reiko,3 Koma,3K (T5),Support,Laughter (笑),Fast,Average,Average,High,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 45 DMG MAX
Kochi Kame,Hayato,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,N/A,N/A,N/A,Speed Down Immunity,N/A,N/A,IMMUNITY: Speed Down
Kochi Kame,Hayato,2 Koma,2K (T2),Support,Laughter (笑),Average,N/A,Average,None,-3 SP Bar,N/A,Battle Seal,N/A,N/A,Ground Only,"ON HIT: Battle Seal, -1/2/3 SP BAR"
Kochi Kame,Hayato,3 Koma,3K (T6),Support,Laughter (笑),Average,N/A,Long,N/A,-2 SP Bar,N/A,Stop,N/A,N/A,Ground Only,"ON HIT: Stop, -2 SP BARS"
Kochi Kame,Higure,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,N/A,N/A,N/A,Confusion Immunity,N/A,N/A,IMMUNITY: Confusion
Kochi Kame,Higure,2 Koma,2K (T1),Support,Laughter (笑),Average,N/A,Long,N/A,Items,N/A,Blind / SPD Down,N/A,N/A,Ground Only,ITEM: Blind or SPD Down
Kochi Kame,Higure,3 Koma,3K (T4),Support,Laughter (笑),Instant,High,Short,High,N/A,N/A,N/A,N/A,N/A,Ground Only,"STAY: Counter, 54 DMG MAX"
Kochi Kame,Volvo,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,See Invisible Komas,N/A,PASSIVE: See Invisible Komas
Kochi Kame,Volvo,2 Koma,2K (T2),Support,Laughter (笑),Average,N/A,Short,N/A,Heal,N/A,N/A,N/A,N/A,Ground Only,ON HIT: Heal
Kochi Kame,Volvo,3 Koma,3K (T4),Support,Laughter (笑),Slow,Low,Short,Low,N/A,N/A,Shock,N/A,N/A,Ground Only,"ON HIT: Shock, 28 DMG MAX"
Kochi Kame,Ryunnosuke,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: No Movement/Attacking
Kochi Kame,Ryunnosuke,2 Koma,2K (T1),Support,Laughter (笑),Instant,Average,Short,Average,N/A,N/A,N/A,N/A,N/A,Ground Only,"STAY: Counter, 48 DMG MAX"
Kochi Kame,Ryunnosuke,3 Koma,3K (T1),Support,Laughter (笑),Fast,High,Average,Low,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 57 DMG MAX
Kochi Kame,Kaipan Deka,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: Attack/Defend against Supports
Kochi Kame,Kaipan Deka,2 Koma,2K (T2),Support,Laughter (笑),Average,N/A,Short,N/A,Items,N/A,N/A,N/A,N/A,Ground Only,ITEM: Spawns 4 Bananas
Kochi Kame,Special Assembly,3 Koma,3K (T3),Support,Laughter (笑),Fast,N/A,Short,N/A,-1 SP Bar,N/A,Battle Seal,N/A,N/A,Ground Only,"ON HIT: Battle Seal, 1 SP BAR"
Kochi Kame,Matoi,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Glutton,N/A,PASSIVE: More Health from Food
Kochi Kame,Maria,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,GUARD Up,N/A,N/A,N/A,N/A,N/A,ATTRIBUTE: Guard UP
Kochi Kame,Terai,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: No Movement/Attacking
Kochi Kame,Hayashi,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: Combos
Kochi Kame,Lemon,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: Attack/Defend opposing Nature
Kochi Kame,Haru,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: Consecutive Specials
Space Adventure Cobra,Cobra,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,ATK Up,N/A,N/A,N/A,N/A,N/A,ATK UP: Low HP
Space Adventure Cobra,Cobra,2 Koma,2K (T1),Support,Power (力),Average,Average,Average,High,Jail,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 30 DMG MAX
Space Adventure Cobra,Cobra,3 Koma,3K (T2),Support,Power (力),Slow,Very High,Average,Average,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 72 DMG MAX
Space Adventure Cobra,Crystal Boy,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,N/A,N/A,N/A,Judgement Immunity,N/A,N/A,IMMUNITY: Judgement
Space Adventure Cobra,Crystal Boy,2 Koma,2K (T2),Support,Power (力),Fast,Low,Fullscreen,Low,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 24 DMG MAX
Space Adventure Cobra,Crystal Boy,3 Koma,3K (T6),Support,Power (力),Slow,N/A,Short,None,N/A,N/A,Guard Seal,N/A,N/A,Ground Only,ON HIT: Guard Seal
Space Adventure Cobra,Lady Armanoid,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,GUARD Up,N/A,N/A,N/A,N/A,N/A,ATTRIBUTE: Guard UP
Space Adventure Cobra,Lady Armanoid,2 Koma,2K (T2),Support,Knowledge (知),Average,N/A,Fullscreen,N/A,N/A,Toughen,N/A,N/A,N/A,Ground Only,BUFF: Toughen
Space Adventure Cobra,Lady Armanoid,3 Koma,3K (T6),Support,Knowledge (知),Slow,Average,Fullscreen,Low,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 45 DMG MAX
Sakigake!! Otokojuku,Edajima,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,Max SP Up,N/A,N/A,N/A,N/A,N/A,ATTRIBUTE: Max SP UP
Sakigake!! Otokojuku,Edajima,8 Koma,8K (T1),Battle,Power (力),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Principal,N/A,"PERK: SP Up on KOs, Less Knockback"
Sakigake!! Otokojuku,Momotaro,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: Koma on Field
Sakigake!! Otokojuku,Momotaro,2 Koma,2K (T1),Support,Power (力),Fast,Average,Long,Low,N/A,N/A,Confusion,N/A,N/A,Ground Only,"ON HIT: Confusion, 36 DMG MAX"
Sakigake!! Otokojuku,Momotaro,3 Koma,3K (T3),Support,Power (力),Instant,High,Short,Average,N/A,N/A,N/A,N/A,N/A,Ground Only,"STAY: Counter, 54 DMG MAX"
Sakigake!! Otokojuku,Momotaro,4 Koma,4K (T9),Battle,Power (力),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Isao Style,N/A,"PERK: KICK, PUNCH, BLADE Resistance, SP Down No Movement/Attacking"
Sakigake!! Otokojuku,Momotaro,5 Koma,5K (T6),Battle,Power (力),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Isao Style,N/A,"PERK: KICK, PUNCH, BLADE Resistance, SP Down No Movement/Attacking"
Sakigake!! Otokojuku,Momotaro,6 Koma,6K (T2),Battle,Power (力),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Isao Style,N/A,"PERK: KICK, PUNCH, BLADE Resistance, SP Down No Movement/Attacking"
Sakigake!! Otokojuku,Momotaro,6 Koma,6K (T12),Battle,Power (力),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Isao Style,N/A,"PERK: KICK, PUNCH, BLADE Resistance, SP Down No Movement/Attacking"
Sakigake!! Otokojuku,Jaki,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: Low HP
Sakigake!! Otokojuku,Jaki,2 Koma,2K (T1),Support,Power (力),Fast,Average,Short,Low,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 48 DMG MAX
Sakigake!! Otokojuku,Jaki,2 Koma,3K (T2),Support,Power (力),Average,High,Average,Low,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 57 DMG MAX
Sakigake!! Otokojuku,Date,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: No Switch/Supports
Sakigake!! Otokojuku,Date,2 Koma,2K (T2),Support,Power (力),Fast,Average,Short,Average,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 39 DMG MAX
Sakigake!! Otokojuku,Date,2 Koma,3K (T3),Support,Power (力),Fast,Average,Long,Low,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 45 DMG MAX
Sakigake!! Otokojuku,Hien,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Airdash,N/A,PASSIVE: Airdash
Sakigake!! Otokojuku,Hien,2 Koma,2K (T1),Support,Knowledge (知),Instant,Low,Long,Low,N/A,N/A,Confusion,N/A,N/A,Ground Only,"ON HIT: Confusion, 12 DMG MAX"
Sakigake!! Otokojuku,Hien,2 Koma,3K (T3),Support,Knowledge (知),Fast,Low,Average,Low,N/A,N/A,Paralysis,N/A,N/A,Ground Only,"ON HIT: Paralysis, 27 DMG MAX"
Sakigake!! Otokojuku,J,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: No Movement/Attacking
Sakigake!! Otokojuku,J,2 Koma,2K (T1),Support,Power (力),Average,Average,Short,Low,N/A,N/A,N/A,N/A,N/A,Ground/Air,ON HIT: 42 DMG MAX
Sakigake!! Otokojuku,J,2 Koma,3K (T2),Support,Power (力),Fast,Average,Short,Low,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 42 DMG MAX
Sakigake!! Otokojuku,Genji,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: KO
Sakigake!! Otokojuku,Ryuji,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: Attack/Defend against Characters
Sakigake!! Otokojuku,Raiden,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: Attack/Defend opposing Nature
Sakigake!! Otokojuku,Wan Taaren,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,See Invisible Komas,N/A,PASSIVE: See Invisible Komas
Jigoku Sensei Nube,Nube,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: Koma on Field
Jigoku Sensei Nube,Nube,2 Koma,2K (T1),Support,Power (力),Fast,N/A,Short,None,N/A,N/A,Paralysis,N/A,N/A,Ground Only,ON HIT: Paralysis
Jigoku Sensei Nube,Nube,3 Koma,3K (T1),Support,Power (力),Average,Average,Average,Average,N/A,N/A,N/A,N/A,N/A,Ground Only,"ON HIT: -2 SP BAR, 48 DMG MAX"
Jigoku Sensei Nube,Yukime,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,N/A,N/A,N/A,Freeze Immunity,N/A,N/A,IMMUNITY: Freeze
Jigoku Sensei Nube,Yukime,2 Koma,2K (T1),Support,Knowledge (知),Average,Average,Short,Low,N/A,N/A,N/A,N/A,N/A,Ground Only,"ON HIT: 33 DMG MAX, Freeze"
Jigoku Sensei Nube,Yukime,3 Koma,3K (T6),Support,Knowledge (知),Average,Average,Short,Low,N/A,N/A,N/A,N/A,N/A,Ground Only,"ON HIT: 42 DMG MAX, Freeze"
Jigoku Sensei Nube,Hiro,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,GUARD Up,N/A,N/A,N/A,N/A,N/A,ATTRIBUTE: Guard UP
Jigoku Sensei Nube,Kyoko,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,Max HP Up,N/A,N/A,N/A,N/A,N/A,ATTRIBUTE: Max HP UP
Shaman King,Yoh,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,ATK Up,N/A,N/A,N/A,N/A,N/A,ATK UP: Low HP
Shaman King,Yoh,2 Koma,2K (T2),Support,Knowledge (知),Fast,Average,Average,Low,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 33 DMG MAX
Shaman King,Yoh,3 Koma,3K (T4),Support,Laughter (笑),Average,Average,Long,Low,-1 SP Bar,N/A,SPD Down,N/A,N/A,Ground Only,"ON HIT: Speed Down, -1 SP BAR, 30 DMG MAX"
Shaman King,Yoh,4 Koma,4K (T1),Battle,Knowledge (知),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shaman,N/A,"PERK: SP UP from Supporting Friends, No Guard Pushback"
Shaman King,Yoh,4 Koma,4K (T10),Battle,Laughter (笑),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shaman,N/A,"PERK: SP UP from Supporting Friends, No Guard Pushback"
Shaman King,Yoh,5 Koma,5K (T7),Battle,Knowledge (知),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shaman,N/A,"PERK: SP UP from Supporting Friends, No Guard Pushback"
Shaman King,Yoh (White Swan),6 Koma,6K (T1),Battle,Knowledge (知),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shaman,N/A,"PERK: SP UP from Supporting Friends, No Guard Pushback"
Shaman King,Anna,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: Multi-Hits
Shaman King,Anna,2 Koma,2K (T1),Support,Laughter (笑),Fast,Average,Short,Low,N/A,N/A,Battle Seal,N/A,N/A,Ground Only,"ON HIT: Battle Seal, 33 DMG MAX"
Shaman King,Anna,2 Koma,3K (T3),Support,Laughter (笑),Fast,Average,Short,Average,Guard Break,N/A,SPD Down,N/A,N/A,Ground Only,"ON HIT: Guard Break, SPD Down, 42 DMG MAX"
Shaman King,Anna,4 Koma,4K (T1),Battle,Knowledge (知),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Spirit Medium,N/A,"PERK: SP UP on No Movement/Attack, SP UP on Multi-Hits"
Shaman King,Anna,5 Koma,5K (T7),Battle,Knowledge (知),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Spirit Medium,N/A,"PERK: SP UP on No Movement/Attack, SP UP on Multi-Hits"
Shaman King,Anna,5 Koma,5K (T3),Battle,Power (力),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Spirit Medium,N/A,"PERK: SP UP on No Movement/Attack, SP UP on Multi-Hits"
Shaman King,Hao,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: No Switch/Supports
Shaman King,Hao,2 Koma,2K (T2),Support,Laughter (笑),Instant,N/A,N/A,N/A,Items,N/A,N/A,N/A,N/A,Ground Only,ITEM: Spawns 5 Oranges (Heal)
Shaman King,Hao,3 Koma,3K (T1),Support,Power (力),Fast,Average,Long,Average,N/A,N/A,N/A,N/A,N/A,Ground/Air,ON HIT: 30 DMG MAX
Shaman King,Tao Ren,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: Attacking/Blocking on Low HP
Shaman King,Horohoro,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,N/A,N/A,N/A,Freeze Immunity,N/A,N/A,IMMUNITY: Freeze
Shaman King,Manta,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,GUARD Up,N/A,N/A,N/A,N/A,N/A,ATTRIBUTE: Guard UP
Shaman King,Amidamaru,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,N/A,N/A,N/A,Judgement Immunity,N/A,N/A,IMMUNITY: Judgement
Shaman King,Chocolove,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: Consecutive Specials
Jungle no Ohjata-chan,Ta-chan,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: Koma on Field
Jungle no Ohjata-chan,Ta-chan,2 Koma,2K (T1),Support,Power (力),Slow,N/A,Short,N/A,Heal,N/A,N/A,N/A,N/A,Ground Only,ON HIT: Heal
Jungle no Ohjata-chan,Ta-chan,3 Koma,3K (T4),Support,Laughter (笑),Instant,Average,Long,High,N/A,N/A,N/A,N/A,N/A,Ground/Air,ON HIT: 45 DMG MAX
Jungle no Ohjata-chan,Jane,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: Destroying Boxes
Jungle no Ohjata-chan,Etekichi,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,N/A,N/A,N/A,Confusion Immunity,N/A,N/A,IMMUNITY: Confusion
Jungle no Ohjata-chan,AnaBebe,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: Coins
Jojo's Bizarre Adventure,Jotaro,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,N/A,N/A,N/A,Special Attacks,N/A,N/A,RESIST: Special Attacks
Jojo's Bizarre Adventure,Jotaro,2 Koma,2K (T2),Support,Power (力),Instant,Average,Average,High,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 36 DMG MAX
Jojo's Bizarre Adventure,Jotaro,3 Koma,3K (T1),Support,Knowledge (知),Fast,Average,Average,Low,N/A,N/A,Battle Seal,N/A,N/A,Ground Only,"ON HIT: Battle Seal, 30 DMG MAX"
Jojo's Bizarre Adventure,Jotaro,4 Koma,4K (T1),Battle,Power (力),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Star Platinum,N/A,"PERK: Less damage from Specials, No Nature Disadvantage"
Jojo's Bizarre Adventure,Jotaro,5 Koma,5K (T1),Battle,Power (力),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Star Platinum,N/A,"PERK: Less damage from Specials, No Nature Disadvantage"
Jojo's Bizarre Adventure,Jotaro,6 Koma,6K (T1),Battle,Power (力),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Star Platinum,N/A,"PERK: Less damage from Specials, No Nature Disadvantage"
Jojo's Bizarre Adventure,Dio,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,SP Up,N/A,N/A,N/A,N/A,N/A,SP UP: No Switch/Supports
Jojo's Bizarre Adventure,Dio,2 Koma,2K (T2),Support,Knowledge (知),Fast,Average,Short,Low,N/A,N/A,Blind,N/A,N/A,Ground Only,"ON HIT: Blind, 33 DMG MAX"
Jojo's Bizarre Adventure,Dio,3 Koma,3K (T3),Support,Power (力),Slow,High,Fullscreen,Low,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 54 DMG MAX
Jojo's Bizarre Adventure,Dio,4 Koma,4K (T1),Battle,Power (力),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vampire,N/A,"PERK: HP Regeneration, Judgement Immunity"
Jojo's Bizarre Adventure,Dio,5 Koma,5K (T2),Battle,Power (力),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vampire,N/A,"PERK: HP Regeneration, Judgement Immunity"
Jojo's Bizarre Adventure,Dio,6 Koma,6K (T2),Battle,Power (力),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vampire,N/A,"PERK: HP Regeneration, Judgement Immunity"
Jojo's Bizarre Adventure,Jonathan,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,Max HP Up,N/A,N/A,N/A,N/A,N/A,ATTRIBUTE: MAX HP Up on KO Recover
Jojo's Bizarre Adventure,Jonathan,2 Koma,2K (T1),Support,Power (力),Fast,Average,Short,Average,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 36 DMG MAX
Jojo's Bizarre Adventure,Jonathan,3 Koma,3K (T1),Support,Power (力),Fast,High,Long,Average,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 54 DMG MAX
Jojo's Bizarre Adventure,Joseph,1 Koma,1K,Help,Neutral (なし),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,See Invisible Komas,N/A,PASSIVE: See Invisible Komas
Jojo's Bizarre Adventure,Joseph,2 Koma,2K (T1),Support,Knowledge (知),Average,N/A,Long,N/A,N/A,N/A,Paralysis,N/A,N/A,Ground Only,ON HIT: Paralysis
Jojo's Bizarre Adventure,Joseph,3 Koma,3K (T3),Support,Knowledge (知),Fast,High,Short,Low,N/A,N/A,N/A,N/A,N/A,Ground Only,ON HIT: 39 DMG MAX
